Name,Size,Socket,Chipset,RAM Slots,Price
MSI B550-A Pro,ATX,AM4,B550,4,NULL
ASRock B650 Live Mixer,ATX,AM5,B650,4,NULL
ASRock B650 PG Lightning,ATX,AM5,B650,4,189.99
ASRock B650 Pro RS,ATX,AM5,B650,4,329.49
ASRock B650 Steel Legend WiFi,ATX,AM5,B650E,4,NULL
ASRock B650E PG Riptide WIFI,ATX,AM5,B650E,4,245.16
ASRock B650E PG-ITX WIFI,Mini-ITX,AM5,B650E,4,NULL
ASRock B650E Steel Legend WIFI,ATX,AM5,B650E,4,NULL
ASRock B650E Taichi,ATX,AM5,B650E,4,NULL
ASRock B650E Taichi Lite,ATX,AM5,B650E,4,NULL
ASRock B650M PG Lightning,Micro-ATX,AM5,B650,4,189.99
ASRock B650M PG Lightning WiFi,Micro-ATX,AM5,B650,4,189.99
ASRock B650M PG Riptide,Micro-ATX,AM5,B650E,4,245.16
"ASRock X570 Taichi, AMD X570",ATX,AM4,X570,4,NULL
ASRock X670E PG Lightning,ATX,AM5,X670E,4,NULL
ASRock X670E Pro RS,ATX,AM5,X670E,4,209.54
ASRock X670E Steel Legend,ATX,AM5,X670E,4,199.99
ASRock X670E Taichi,E-ATX,AM5,X670E,4,910.54
ASRock X670E Taichi Carrara,E-ATX,AM5,X670E,4,NULL
ASUS B650E MAX GAMING WIFI,ATX,AM5,B650,4,NULL
ASUS B650E MAX GAMING WIFI W,ATX,AM5,B650,4,NULL
ASUS B850 MAX GAMING WIFI W,ATX,AM5,B850,4,NULL
ASUS B860M MAX GAMING AX,Micro-ATX,1851,B860,4,NULL
ASUS PRIME A620-PLUS WIFI,ATX,AM5,A620,4,NULL
ASUS PRIME A620-PLUS WIFI6,ATX,AM5,A620,4,NULL
ASUS PRIME A620M-A-CSM,Micro-ATX,AM5,A620,4,159.9
ASUS PRIME B650-PLUS,ATX,AM5,B650,4,265.97
ASUS PRIME B650-PLUS WIFI,ATX,AM5,B650,4,179.99
ASUS PRIME B650-PLUS-CSM,ATX,AM5,B650,4,265.97
ASUS PRIME B650M-A,Micro-ATX,AM5,B650,4,208.96
ASUS PRIME B650M-A AX,Micro-ATX,AM5,B650,4,208.96
ASUS PRIME B650M-A AX II,Micro-ATX,AM5,B650,4,208.96
ASUS PRIME B650M-A II,Micro-ATX,AM5,B650,4,287.6
ASUS PRIME B650M-A II-CSM,Micro-ATX,AM5,B650,4,287.6
ASUS PRIME B650M-A II-CSM,Micro-ATX,AM5,B650,4,287.6
ASUS PRIME B650M-A WIFI II,Micro-ATX,AM5,B650,4,339.45
ASUS PRIME B650M-A-CSM,Micro-ATX,AM5,B650,4,287.6
ASUS PRIME B840-PLUS WIFI,ATX,AM5,B840,4,179.99
ASUS PRIME B840M-A WIFI,Micro-ATX,AM5,B840,4,339.45
ASUS PRIME B840M-A WIFI-CSM,Micro-ATX,AM5,B840,4,339.45
ASUS PRIME B840M-A-CSM,Micro-ATX,AM5,B840,4,249.93
ASUS PRIME B850-PLUS WIFI,ATX,AM5,B850,4,179.99
ASUS PRIME B850-PLUS-CSM,ATX,AM5,B850,4,265.97
ASUS PRIME B850-PLUS-CSM,ATX,AM5,B850,4,265.97
ASUS PRIME B850M-A WIFI,Micro-ATX,AM5,B850,4,339.45
ASUS PRIME B850M-A-CSM,Micro-ATX,AM5,B850,4,287.6
ASUS PRIME B860-PLUS WIFI,ATX,1851,B860,4,179.99
ASUS PRIME B860-PLUS-CSM,ATX,1851,B860,4,265.97
ASUS PRIME B860M-A WIFI,Micro-ATX,1851,B860,4,339.45
ASUS PRIME B860M-A-CSM,Micro-ATX,1851,B860,4,249.93
ASUS PRIME X670-P WIFI,ATX,AM5,X670,4,NULL
ASUS PRIME X670-P-CSM,ATX,AM5,X670,4,NULL
ASUS PRIME X870-P,ATX,AM5,X870,4,NULL
ASUS Prime X870-P WIFI,ATX,AM5,X870,4,NULL
ASUS PRIME Z890-P,ATX,1851,Z890,4,NULL
ASUS PRIME Z890-P WIFI,ATX,1851,Z890,4,NULL
ASUS PRIME Z890M-PLUS WIFI,Micro-ATX,1851,Z890,4,NULL
ASUS PRO B650M-CT-CSM,Micro-ATX,AM5,B650,4,149.99
ASUS PRO WS Z890-ACE SE,ATX,1851,Z890,4,NULL
ASUS PROART B650-CREATOR,ATX,AM5,B650,4,239.99
ASUS ProArt X870E-CREATOR WIFI,ATX,AM5,X870E,4,449.99
ASUS PROART Z890-CREATOR WIFI,ATX,1851,Z890,4,449.99
ASUS ROG CROSSHAIR X870E EXTREME,E-ATX,AM5,X870E,4,509.95
ASUS ROG CROSSHAIR X870E HERO,ATX,AM5,X870E,4,NULL
ASUS ROG MAXIMUS Z890 EXTREME,E-ATX,1851,Z890,4,958.0
ASUS ROG MAXIMUS Z890 HERO,ATX,1851,Z890,4,NULL
ASUS ROG MAXIMUS Z890 HERO BTF,ATX,1851,Z890,4,NULL
ASUS ROG STRIX B650-A GAMING WIFI,ATX,AM5,B650,4,299.0
ASUS ROG STRIX B650E-E GAMING WIFI,ATX,AM5,B650,4,299.0
ASUS ROG STRIX B650E-F GAMING WIFI,ATX,AM5,B650,4,299.0
ASUS ROG STRIX B650E-F GAMING WIFI,ATX,AM5,B650,4,299.0
ASUS ROG STRIX B850-A GAMING WIFI,ATX,AM5,B850,4,299.0
ASUS ROG STRIX B850-E GAMING WIFI,ATX,AM5,B850,4,299.0
ASUS ROG STRIX B850-F GAMING WIFI,ATX,AM5,B850,4,299.0
ASUS ROG STRIX B850-G GAMING WIFI,Micro-ATX,AM5,B850,4,299.0
ASUS ROG STRIX B860-A GAMING WIFI,ATX,1851,B860,4,299.0
ASUS ROG STRIX B860-F GAMING WIFI,ATX,1851,B860,4,299.0
ASUS ROG STRIX B860-G GAMING WIFI,Micro-ATX,1851,B860,4,299.0
ASUS ROG STRIX X870-A GAMING WIFI,ATX,AM5,X870,4,NULL
ASUS ROG STRIX X870-F GAMING WIFI,ATX,AM5,X870,4,299.0
ASUS ROG STRIX X870E-E GAMING WIFI,ATX,AM5,X870E,4,299.0
ASUS ROG STRIX Z890-A GAMING WIFI,ATX,1851,Z890,4,NULL
ASUS ROG STRIX Z890-E GAMING WIFI,ATX,1851,Z890,4,299.0
ASUS ROG STRIX Z890-F GAMING WIFI,ATX,1851,Z890,4,299.0
ASUS ROG STRIX Z890-H GAMING WIFI,ATX,1851,Z890,4,NULL
ASUS TUF GAMING A620M-PLUS,Micro-ATX,AM5,A620,4,NULL
ASUS TUF GAMING A620M-PLUS WIFI,Micro-ATX,AM5,A620,4,NULL
ASUS TUF Gaming B650-E WiFi,ATX,AM5,B650,4,NULL
ASUS TUF GAMING B650-PLUS,ATX,AM5,B650,4,284.62
ASUS TUF GAMING B650-PLUS WIFI,ATX,AM5,B650,4,284.62
ASUS TUF GAMING B650E-E WIFI,ATX,AM5,B650,4,NULL
ASUS TUF GAMING B650E-PLUS WIFI,ATX,AM5,B650,4,284.62
ASUS TUF GAMING B650M-E,Micro-ATX,AM5,B650,4,284.62
ASUS TUF GAMING B650M-E WIFI,Micro-ATX,AM5,B650,4,NULL
ASUS TUF GAMING B650M-PLUS WIFI,Micro-ATX,AM5,B650,4,284.62
ASUS TUF GAMING B850-BTF WIFI W,ATX,AM5,B850,4,NULL
ASUS TUF GAMING B850-E WIFI,ATX,AM5,B850,4,NULL
ASUS TUF GAMING B850-PLUS WIFI,ATX,AM5,B850,4,284.62
ASUS TUF GAMING B850M-E WIFI,Micro-ATX,AM5,B850,4,NULL
ASUS TUF GAMING B850M-PLUS,Micro-ATX,AM5,B850,4,284.62
ASUS TUF GAMING B850M-PLUS WIFI,Micro-ATX,AM5,B850,4,284.62
ASUS TUF GAMING B860-PLUS WIFI,ATX,1851,B860,4,284.62
ASUS TUF GAMING B860M-PLUS,Micro-ATX,1851,B860,4,284.62
ASUS TUF GAMING B860M-PLUS WIFI,Micro-ATX,1851,B860,4,284.62
ASUS TUF GAMING X870-PLUS WIFI,ATX,AM5,X870,4,NULL
ASUS TUF GAMING X870E-PLUS WIFI7,ATX,AM5,X870E,4,NULL
ASUS TUF GAMING Z890-PLUS WIFI,ATX,1851,Z890,4,333.35
ASUS TUF GAMING Z890-PRO WIFI,ATX,1851,Z890,4,341.5
ASUS X870 MAX GAMING WIFI7,ATX,AM5,X870,4,NULL
ASUS X870 MAX GAMING WIFI7 W,ATX,AM5,X870,4,NULL
ASUS Z890 AYW GAMING WIFI W,ATX,1851,Z890,4,NULL
GIGABYTE A620M DS3H,Micro-ATX,AM5,A620,4,229.11
GIGABYTE A620M GAMING X,Micro-ATX,AM5,A620,4,217.0
"Gigabyte B450 Aorus M, AMD B450",Micro-ATX,AM4,B450,4,NULL
GIGABYTE B650 Aero G,ATX,AM5,B650,4,NULL
GIGABYTE B650 AORUS ELITE AX 1.0,ATX,AM5,B650,4,NULL
GIGABYTE B650 Aorus Elite AX ICE,ATX,AM5,B650,4,NULL
GIGABYTE B650 Aorus Elite AX V2,ATX,AM5,B650,4,NULL
GIGABYTE B650 AORUS PRO AX,ATX,AM5,B650,4,385.0
GIGABYTE B650 EAGLE,ATX,AM5,B650,4,146.84
GIGABYTE B650 Eagle AX,ATX,AM5,B650,4,NULL
GIGABYTE B650 GAMING X,ATX,AM5,B650,4,217.0
GIGABYTE B650 GAMING X AX,ATX,AM5,B650,4,284.14
GIGABYTE B650 Gaming X AX V2,ATX,AM5,B650,4,284.14
Gigabyte B650 UD AC,ATX,AM5,B650,4,NULL
GIGABYTE B650 UD AC,ATX,AM5,B650,4,NULL
GIGABYTE B650 UD AX,ATX,AM5,B650,4,NULL
GIGABYTE B650E Aorus Elite X ICE,ATX,AM5,B650E,4,NULL
GIGABYTE B650E AORUS MASTER,ATX,AM5,B650,4,365.0
GIGABYTE B650E AORUS PRO X USB4,ATX,AM5,B650,4,NULL
GIGABYTE B650E AORUS STEALTH ICE,ATX,AM5,B650,4,NULL
GIGABYTE B650M AORUS ELITE,ATX,AM5,B650,4,NULL
GIGABYTE B650M AORUS ELITE AX,Micro-ATX,AM5,B650,4,NULL
GIGABYTE B650M AORUS Elite AX (rev. 1.0),Micro-ATX,AM5,B650,4,NULL
GIGABYTE B650M AORUS Elite AX (rev. 1.1),Micro-ATX,AM5,B650,4,NULL
GIGABYTE B650M Aorus Elite AX ICE,Micro-ATX,AM5,B650,4,NULL
GIGABYTE B650M AORUS PRO AX (REV. 1.0),Micro-ATX,AM5,B650,4,385.0
GIGABYTE B650M D3HP,Micro-ATX,AM5,B650,4,229.11
GIGABYTE B650M D3HP AX,Micro-ATX,AM5,B650,4,229.11
GIGABYTE B650M DS3H,Micro-ATX,AM5,B650,4,229.11
GIGABYTE B650M DS3H,Micro-ATX,AM5,B650,4,229.11
GIGABYTE B650M GAMING PLUS WIFI,Micro-ATX,AM5,B650,4,NULL
GIGABYTE B650M GAMING PLUS WIFI,Micro-ATX,AM5,B650,4,NULL
GIGABYTE B650M GAMING WIFI6E,Micro-ATX,AM5,B650,4,217.0
GIGABYTE B650M K,Micro-ATX,AM5,B650,4,146.84
GIGABYTE B840M AORUS ELITE WIFI6E,Micro-ATX,AM5,B840,4,NULL
GIGABYTE B840M DS3H,Micro-ATX,AM5,B840,4,229.11
GIGABYTE B850 AI TOP,ATX,AM5,B850,4,NULL
GIGABYTE B850 AORUS ELITE WIFI7,ATX,AM5,B850,4,NULL
GIGABYTE B850 AORUS ELITE WIFI7 ICE,ATX,AM5,B850,4,NULL
GIGABYTE B850 EAGLE ICE,ATX,AM5,B850,4,NULL
GIGABYTE B850 EAGLE WIFI6E,ATX,AM5,B850,4,NULL
GIGABYTE B850 EAGLE WIFI7 ICE,ATX,AM5,B850,4,NULL
GIGABYTE B850 GAMING WIFI6,ATX,AM5,B850,4,NULL
GIGABYTE B850 GAMING X WIFI6E,ATX,AM5,B850,4,NULL
GIGABYTE B850M AORUS ELITE WIFI6E,Micro-ATX,AM5,B850,4,NULL
GIGABYTE B850M AORUS ELITE WIFI6E ICE,Micro-ATX,AM5,B850,4,NULL
GIGABYTE B850M D3HP,Micro-ATX,AM5,B850,4,229.11
GIGABYTE B850M DS3H,Micro-ATX,AM5,B850,4,229.11
GIGABYTE B850M EAGLE WIFI6E ICE,Micro-ATX,AM5,B850,4,NULL
GIGABYTE B850M GAMING X WIFI6E,Micro-ATX,AM5,B850,4,NULL
GIGABYTE B860 AORUS ELITE WIFI7 ICE,ATX,1851,B860,4,NULL
GIGABYTE B860 DS3H,ATX,1851,B860,4,221.44
GIGABYTE B860 DS3H WIFI6E,ATX,1851,B860,4,221.44
GIGABYTE B860 EAGLE WIFI6E,ATX,1851,B860,4,NULL
GIGABYTE B860 GAMING X WIFI6E,ATX,1851,B860,4,NULL
GIGABYTE B860M AORUS ELITE WF6E ICE,Micro-ATX,1851,B860,4,NULL
GIGABYTE B860M AORUS ELITE WIFI6E,Micro-ATX,1851,B860,4,NULL
GIGABYTE B860M D3HP,Micro-ATX,1851,B860,4,229.11
GIGABYTE B860M DS3H,Micro-ATX,1851,B860,4,229.11
GIGABYTE B860M DS3H WIFI6E,Micro-ATX,1851,B860,4,229.11
GIGABYTE B860M GAMING X WIFI6E,Micro-ATX,1851,B860,4,NULL
"Gigabyte X570 Aorus Elite, AMD X570",ATX,AM4,X570,4,NULL
"Gigabyte X570 Aorus Pro, AMD X570",ATX,AM4,X570,4,NULL
"Gigabyte X570 Gaming X, AMD X570",ATX,AM4,X570,4,NULL
"Gigabyte X570 I Aorus Pro WiFi, AMD X570",Mini-ITX,AM4,X570,2,NULL
GIGABYTE X670 AORUS ELITE AX,ATX,AM5,X670,4,605.96
GIGABYTE X670 Gaming X AX V2,ATX,AM5,X670,4,515.0
GIGABYTE X670E Aorus Pro X,ATX,AM5,X670E,4,429.99
GIGABYTE X870 AORUS ELITE WIFI7,ATX,AM5,X870,4,605.96
GIGABYTE X870 AORUS ELITE WIFI7 ICE,ATX,AM5,X870,4,NULL
GIGABYTE X870 EAGLE WIFI7,ATX,AM5,X870,4,NULL
GIGABYTE X870 GAMING WIFI6,ATX,AM5,X870,4,NULL
GIGABYTE X870 GAMING X WIFI7,ATX,AM5,X870,4,NULL
GIGABYTE X870E AORUS ELITE WIFI7,ATX,AM5,X870E,4,605.96
GIGABYTE X870E AORUS ELITE WIFI7 ICE,ATX,AM5,X870E,4,NULL
GIGABYTE X870E AORUS MASTER,ATX,AM5,X870,4,587.52
GIGABYTE X870E AORUS PRO,ATX,AM5,X870E,4,429.99
GIGABYTE X870E AORUS PRO ICE,ATX,AM5,X870E,4,NULL
GIGABYTE X870E AORUS XTREME AI TOP,E-ATX,AM5,X870E,4,995.0
GIGABYTE Z890 AERO D,E-ATX,1851,Z890,4,307.34
GIGABYTE Z890 AERO G,ATX,1851,Z890 Express,4,307.34
GIGABYTE Z890 AI TOP,E-ATX,1851,Z890,4,NULL
GIGABYTE Z890 AORUS ELITE WIFI7,ATX,1851,Z890,4,475.49
GIGABYTE Z890 AORUS ELITE WIFI7 ICE,ATX,1851,Z890,4,475.49
GIGABYTE Z890 AORUS ELITE X ICE,ATX,1851,Z890,4,475.49
GIGABYTE Z890 AORUS MASTER,ATX,1851,Z890,4,587.52
GIGABYTE Z890 AORUS MASTER AI TOP,E-ATX,1851,Z890,4,587.52
GIGABYTE Z890 AORUS PRO ICE,ATX,1851,Z890,4,429.99
GIGABYTE Z890 AORUS XTREME AI TOP,E-ATX,1851,Z890,4,749.99
GIGABYTE Z890 EAGLE,ATX,1851,Z890,4,307.34
GIGABYTE Z890 EAGLE WIFI7,ATX,1851,Z890,4,307.34
GIGABYTE Z890 GAMING X WIFI7,ATX,1851,Z890,4,298.0
GIGABYTE Z890 UD WIFI6E,ATX,1851,Z890,4,NULL
GIGABYTE Z890M AORUS ELITE WIFI7 ICE,ATX,1851,Z890,4,NULL
GIGABYTE Z890M GAMING X,Micro-ATX,1851,Z890,4,298.0
MSI B350 Tomahawk,ATX,AM4,B350,4,NULL
"MSI B450 Gaming Plus Max, AMD B450",ATX,AM4,B450,4,NULL
MSI B450 Tomahawk,ATX,AM4,B450,4,NULL
MSI B450 Tomahawk Max,ATX,AM4,B450,4,NULL
MSI B450-A Pro,ATX,AM4,B450,4,NULL
MSI B450I Gaming Plus AC,Mini-ITX,AM4,B450,4,NULL
MSI B450M Bazooka,Micro-ATX,AM4,B450,4,NULL
MSI B450M Bazooka Plus,Micro-ATX,AM4,B450,4,NULL
MSI B450M Mortar,Micro-ATX,AM4,B450,4,NULL
"MSI B450M Mortar Max, AMD B450-, socket AM4",Micro-ATX,AM4,B450,4,NULL
MSI B450M Mortar Titanium,Micro-ATX,AM4,B450,4,NULL
"MSI B450M Pro-VDH Max, AMD B450-, socket AM4",Micro-ATX,AM4,B450,4,NULL
MSI B650 GAMING PLUS WIFI,ATX,AM5,B650,4,NULL
MSI B840 GAMING PLUS WIFI,ATX,AM5,B840,4,NULL
MSI B850 GAMING PLUS WIFI,ATX,AM5,B850,4,NULL
MSI B860 GAMING PLUS WIFI,ATX,1851,B860,4,NULL
MSI B860M GAMING PLUS WIFI,Micro-ATX,1851,B860,4,NULL
MSI MAG B650 Tomahawk WIFI,ATX,AM5,B650,4,NULL
MSI MAG B650M Mortar WIFI,Micro-ATX,AM5,B650,4,NULL
MSI MAG B850 TOMAHAWK MAX WIFI,ATX,AM5,B850,4,NULL
MSI MAG B850M MORTAR WIFI,Micro-ATX,AM5,B850,4,NULL
MSI MAG B860 TOMAHAWK WIFI,ATX,1851,B860,4,NULL
MSI MAG X570 Tomahawk WiFi,ATX,AM4,X570,4,NULL
MSI MAG X870E TOMAHAWK WIFI,ATX,AM5,X870E,4,NULL
MSI MAG Z890 TOMAHAWK WIFI,ATX,1851,Z890,4,NULL
MSI MEG X870E GODLIKE,E-ATX,AM5,X870E,4,NULL
MSI MEG Z890 ACE,ATX,1851,Z890,4,489.0
MSI MPG B650 CARBON WIFI,ATX,AM5,B650,4,NULL
MSI MPG B650 EDGE WIFI,ATX,AM5,B650,4,308.96
MSI MPG B850 EDGE TI WIFI,ATX,AM5,B850,4,308.96
MSI MPG X670E CARBON WIFI,ATX,AM5,X670,4,NULL
MSI MPG X870E CARBON WIFI,ATX,AM5,X870E,4,NULL
MSI MPG X870E EDGE TI WIFI,ATX,AM5,X870E,4,NULL
MSI MPG Z890 CARBON WIFI,ATX,1851,Z890,4,NULL
MSI MPG Z890 EDGE TI WIFI,ATX,1851,Z890,4,NULL
MSI PRO B550M-VC WIFI MBD,Micro-ATX,AM5,B850,4,NULL
MSI PRO B650-A WIFI,ATX,AM5,B650,4,NULL
MSI PRO B650-P WIFI,ATX,AM5,B650,4,NULL
MSI PRO B650-S WIFI,ATX,AM5,B650,4,NULL
MSI Pro B650M Gaming Plus WiFi,Micro-ATX,AM5,B650,4,NULL
MSI Pro B650M Project Zero,Micro-ATX,AM5,B650,4,NULL
MSI PRO B650M-A WIFI,Micro-ATX,AM5,B650,4,NULL
MSI Pro B650M-P,Micro-ATX,AM5,B650,4,251.13
MSI PRO B840-P WIFI,ATX,AM5,B840,4,NULL
MSI PRO B850-P WIFI,ATX,AM5,B850,4,NULL
MSI PRO B860-P,ATX,1851,B860,4,251.13
MSI PRO B860-P WIFI,ATX,1851,B860,4,251.13
MSI PRO B860M-A WIFI,Micro-ATX,1851,B860,4,NULL
MSI PRO X870-P WIFI,ATX,AM5,X870,4,NULL
MSI PRO X870E-P WIFI,ATX,AM5,X870E,4,NULL
MSI PRO Z890-A WIFI,ATX,1851,Z890,4,NULL
MSI PRO Z890-P WIFI,ATX,1851,Z890,4,NULL
MSI PRO Z890-S WIFI,ATX,1851,Z890,4,NULL
MSI PRO Z890-S WIFI PZ,ATX,1851,Z890,4,NULL
MSI X670E Gaming Plus WiFI,ATX,AM5,X670E,4,NULL
MSI X670E GAMING PLUS WIFI,ATX,AM5,X670,4,NULL
MSI X870 GAMING PLUS WIFI,ATX,AM5,X870,4,NULL
MSI X870E GAMING PLUS WIFI,ATX,AM5,X870E,4,NULL
MSI Z890 GAMING PLUS WIFI,ATX,1851,Z890,4,NULL
ASRock 760GM-HDV,Micro-ATX,AM3+,760G,2,NULL
ASRock 970 Extreme3 R2.0,ATX,AM3+,970,4,253.96
ASRock 970 Extreme4,ATX,AM3+,970,4,130.76
ASRock 970 PRO3 R2.0 GL/SATA600/R/USB3.0 970,ATX,AM3+,970,4,NULL
ASRock 970A-G/3.1 970,ATX,AM3+,970,4,NULL
ASRock 970M Pro3,ATX,AM3+,970,4,120.55
ASRock 990FX Extreme3,ATX,AM3+,990FX,4,130.76
ASRock 990FX Extreme6,ATX,AM3+,990FX,4,130.76
ASRock A320M,Micro-ATX,AM4,A320,2,NULL
ASRock A320M Pro4,Micro-ATX,AM4,A320,4,NULL
ASRock A320M Pro4 R2.0,Micro-ATX,AM4,A320,4,253.96
ASRock A320M Pro4-F,Micro-ATX,AM4,A320,4,NULL
ASRock A320M-DGS,Micro-ATX,AM4,A320,2,NULL
ASRock A320M-HDV,Micro-ATX,AM4,A320,2,NULL
ASRock A520M Phantom Gaming 4,Micro-ATX,AM4,A520,4,NULL
ASRock A520M Pro4,Micro-ATX,AM4,A520,4,75.28
ASRock A520M-HDV,Micro-ATX,AM4,A520,2,NULL
ASRock A520M-HVS,Micro-ATX,AM4,A520,2,NULL
ASRock A520M-ITX/AC,Mini-ITX,AM4,A520,2,NULL
ASRock A620I Lightning WiFi,Mini-ITX,AM5,A620,2,NULL
ASRock A88M-G/3.1 A88X,Micro-ATX,FM2+,A88X,4,NULL
"ASRock AB350 Pro4 BTC, AMD B350",ATX,AM4,B350,4,NULL
ASRock AB350M,Micro-ATX,AM4,B350,4,NULL
"ASRock AB350M Pro4, AMD B350",Micro-ATX,AM4,B350,4,NULL
ASRock AB350M-HDV,Micro-ATX,AM4,B350,2,NULL
ASRock AB350M-HDV R3.0,Micro-ATX,AM4,B350,2,NULL
"ASRock AB350M-HDV R4.0, AMD B350",Micro-ATX,AM4,B350,2,NULL
ASRock AM1H-ITX,Mini-ITX,AM1,SoC,2,NULL
ASRock B150M-HDS,Micro-ATX,1151,B150,2,110.91
ASRock B250 Pro4,ATX,1151,B250,4,NULL
ASRock B250M Pro4,Micro-ATX,1151,B250,4,NULL
ASRock B250M-HDV,Micro-ATX,1151,B250,2,NULL
ASRock B360 Gaming K4 Fatal1ty,ATX,1151,B360,4,355.87
ASRock B360 Pro4,ATX,1151,B360,4,329.49
ASRock B360M Pro4,Micro-ATX,1151,B360,4,149.99
ASRock B360M-HDV,Micro-ATX,1151,B360,2,110.91
ASRock B360M-ITX/AC,Mini-ITX,1151,B360,2,NULL
"ASRock B450 Gaming ITX/ac, AMD B450",Mini-ITX,AM4,B450,2,NULL
"ASRock B450 Gaming K4, AMD B450",ATX,AM4,B450,4,NULL
"ASRock B450 Pro 4, AMD B450",ATX,AM4,B450,4,NULL
ASRock B450 Steel Legend,ATX,AM4,B450,4,NULL
ASRock B450M PRO4 R2.0,Micro-ATX,AM4,B450,4,NULL
"ASRock B450M Pro4, AMD B450",Micro-ATX,AM4,B450,4,NULL
ASRock B450M Pro4-F,Micro-ATX,AM4,B450,4,NULL
ASRock B450M-HDV,Micro-ATX,AM4,B450,2,NULL
"ASRock B450M-HDV R4.0, AMD B450",Micro-ATX,AM4,B450,2,NULL
ASRock B460 Phantom Gaming 4,ATX,1200,B460,4,248.99
ASRock B460 Pro4,ATX,1200,B460,4,329.49
ASRock B460 Steel Legend,ATX,1200,B460,4,NULL
ASRock B460M Pro4,Micro-ATX,1200,B460,4,149.99
ASRock B460M Steel Legend,Micro-ATX,1200,B460,4,NULL
ASRock B460M-HDV,Micro-ATX,1200,B460,2,110.91
ASRock B460M-ITX/ac,Mini-ITX,1200,B460,2,NULL
ASRock B550 Extreme4,ATX,AM4,B550,4,NULL
ASRock B550 PG Riptide,ATX,AM4,B550,4,245.16
ASRock B550 PG Velocita,ATX,AM4,B550,4,271.94
ASRock B550 Phantom Gaming 4,ATX,AM4,B550,4,248.99
ASRock B550 Phantom Gaming-ITX/ax,Mini-ITX,AM4,B550,2,NULL
ASRock B550 Pro4,ATX,AM4,B550,4,NULL
ASRock B550 Steel Legend,ATX,AM4,B550,4,NULL
ASRock B550 Taichi,ATX,AM4,B550,4,NULL
ASRock B550M Pro4,Micro-ATX,AM4,B550,4,NULL
ASRock B550M-HDV,Micro-ATX,AM4,B550,2,NULL
ASRock B550M-ITX/ac,Mini-ITX,AM4,B550,2,NULL
ASRock B560 Pro4,ATX,1200,B560,4,329.49
ASRock B560 Steel Legend,ATX,1200,B560,4,NULL
ASRock B560M Pro4,Micro-ATX,1200,B560,4,149.99
ASRock B560M Steel Legend,Micro-ATX,1200,B560,4,NULL
ASRock B560M-HDV,Micro-ATX,1200,B560,2,110.91
ASRock B560M-ITX/ac,Mini-ITX,1200,B560,2,NULL
ASRock B650I Lightning WiFi,Mini-ITX,AM5,B650,2,189.99
ASRock B660 Pro RS,ATX,1700,B660,4,329.49
ASRock B660 Steel Legend,ATX,1700,B660,4,NULL
ASRock B660M Pro RS,Micro-ATX,1700,B660,4,329.49
ASRock B660M Steel Legend,Micro-ATX,1700,B660,4,NULL
ASRock B660M-HDV,Micro-ATX,1700,B660,4,110.91
ASRock B660M-ITX/ac,Mini-ITX,1700,B660,4,NULL
ASRock B760M PG Lightning WiFi,Micro-ATX,1700,B760,4,189.99
ASRock B760M-HDV/M.2,Micro-ATX,1700,B760,2,NULL
ASRock B85 Pro4,ATX,1150,B85,4,NULL
ASRock B85M Pro4,Micro-ATX,1150,B85,4,149.99
ASRock B85M-ITX,Mini-ITX,1150,B85,2,NULL
ASRock C236 WSI 2xLAN/SATA600/USB3.0/DP/HDMI/VGA Mini ITX,Mini-ITX,1151,C236,2,NULL
ASRock C236M WS 2xLAN/SATA600/USB3.0/DP/HDMI/VGA,Micro-ATX,1151,C236,4,NULL
ASRock C70M1,Mini-ITX,SoC,A50,2,NULL
ASRock E3V5 WS SATA600/USB3.0 C232,ATX,1151,C232,4,NULL
ASRock Fatal1ty 990FX Killer,ATX,AM3+,990FX,4,NULL
ASRock Fatal1ty 990FX Killer/3.1,ATX,AM3+,990FX,4,NULL
ASRock Fatal1ty AB350 Gaming K4,ATX,AM4,B350,4,355.87
"ASRock Fatal1ty AB350 Gaming-ITX/ac, AMD B350",Mini-ITX,AM4,B350,2,NULL
ASRock Fatal1ty B250 Gaming K4,ATX,1151,B250,4,355.87
ASRock Fatal1ty B250M Performance,Micro-ATX,1151,B250,4,NULL
ASRock Fatal1ty E3V5 Performance Gaming/OC,ATX,1151,C232,4,NULL
ASRock Fatal1ty FM2A88X+ Killer,ATX,FM2+,A88X,4,NULL
ASRock Fatal1ty H270 Performance,ATX,1151,H270,4,NULL
ASRock Fatal1ty H270M Performance,Micro-ATX,1151,H270,4,NULL
ASRock Fatal1ty H97 Killer GL/SATA600/DVI/HDMI/VGA/M.2/SATA Exp.,ATX,1150,H97,4,NULL
ASRock Fatal1ty X299 Professional Gaming i9 XE,ATX,2066,X299,8,NULL
"ASRock Fatal1ty X370 Gaming-ITX/ac, AMD X370",Mini-ITX,AM4,X370,2,NULL
ASRock Fatal1ty X399 Professional Gaming,ATX,TR4,X399,8,291.52
"ASRock Fatal1ty X470 Gaming-ITX/ac, AMD X470",Mini-ITX,AM4,X470,2,NULL
ASRock Fatal1ty X99 Professional Gaming i7,ATX,2011-V3,X99,8,291.52
ASRock Fatal1ty X99M Killer/3.1 SATA600/R/eSATA/Ultra M.2 X99,Micro-ATX,2011-3,X99 Express,4,NULL
ASRock Fatal1ty Z170 Gaming K4,ATX,1151,Z170,4,355.87
ASRock Fatal1ty Z170 Gaming K6+,ATX,1151,Z170,4,418.0
