Name,Panel,Resolution,Refresh Rate,Price
DELL E Series E2425HSM,IPS,1920 x 1080,100 Hz,NULL
DELL E Series E2723H,VA,1920 x 1080,60 Hz,NULL
DELL E Series E2723H,VA,1920 x 1080,60 Hz,NULL
DELL E Series E2723H,VA,1920 x 1080,60 Hz,NULL
DELL E Series E2723H,VA,1920 x 1080,60 Hz,NULL
DELL E Series E2723HN,IPS,1920 x 1080,60 Hz,NULL
DELL E Series E2723HN,IPS,1920 x 1080,60 Hz,NULL
DELL E Series E2723HN,IPS,1920 x 1080,60 Hz,NULL
DELL E Series E2723HN,IPS,1920 x 1080,60 Hz,NULL
DELL E Series E2724HS,VA,1920 x 1080,60 Hz,NULL
DELL E Series E2724HS,VA,1920 x 1080,60 Hz,NULL
DELL E Series E2724HS,VA,1920 x 1080,60 Hz,NULL
DELL E Series E2724HS,VA,1920 x 1080,60 Hz,NULL
DELL E Series E2725H,VA,1920 x 1080,75 Hz,NULL
DELL E Series E2725H,VA,1920 x 1080,75 Hz,NULL
DELL E Series E2725HM,IPS,1920 x 1080,100 Hz,NULL
DELL E Series E2725HM,IPS,1920 x 1080,100 Hz,NULL
DELL G Series G2422HS,IPS,1920 x 1080,165 Hz,15776.12
DELL G Series G2422HS,IPS,1920 x 1080,165 Hz,15776.12
DELL G Series G2524H,IPS,1920 x 1080,240 Hz,21911.62
DELL G Series G2524H,IPS,1920 x 1080,240 Hz,21911.62
DELL G Series G2524H,IPS,1920 x 1080,280 Hz,21911.62
DELL G Series G2524H,IPS,1920 x 1080,280 Hz,21911.62
DELL G Series G2722HS,IPS,1920 x 1080,165 Hz,NULL
DELL G Series G2722HS,IPS,1920 x 1080,165 Hz,NULL
DELL G Series G2722HS,IPS,1920 x 1080,165 Hz,NULL
DELL G Series G2722HS,IPS,1920 x 1080,165 Hz,NULL
DELL G Series G2723H,IPS,1920 x 1080,280 Hz,NULL
DELL G Series G2723H,IPS,1920 x 1080,280 Hz,NULL
DELL G Series G2725D,IPS,2560 x 1440,180 Hz,17529.12
DELL G Series G2725D,IPS,2560 x 1440,180 Hz,17529.12
DELL G Series G3223D,IPS,2560 x 1440,165 Hz,NULL
DELL G Series G3223D,IPS,2560 x 1440,165 Hz,NULL
DELL G Series G3223Q,IPS,3840 x 2160,144 Hz,NULL
DELL G Series G3223Q,IPS,3840 x 2160,144 Hz,NULL
DELL G Series G3223Q,IPS,3840 x 2160,144 Hz,NULL
DELL G Series G3223Q,IPS,3840 x 2160,144 Hz,NULL
DELL G2422HS,IPS,1920 x 1080,165 Hz,15776.12
DELL G2422HS,IPS,1920 x 1080,165 Hz,15776.12
DELL P Series P1424H,IPS,1920 x 1080,60 Hz,NULL
DELL P Series P1424H,IPS,1920 x 1080,60 Hz,NULL
DELL P Series P1917S,IPS,1280 x 1024,60 Hz,16652.62
DELL P Series P1917S,IPS,1280 x 1024,60 Hz,16652.62
DELL P Series P2223HC,IPS,1920 x 1080,60 Hz,NULL
DELL P Series P2223HC,IPS,1920 x 1080,60 Hz,NULL
DELL P Series P2225H,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2225H,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2418HT,IPS,1920 x 1080,60 Hz,34095.85
DELL P Series P2418HT,IPS,1920 x 1080,60 Hz,34095.85
DELL P Series P2423,IPS,1920 x 1200,60 Hz,28047.12
DELL P Series P2423,IPS,1920 x 1200,60 Hz,28047.12
DELL P Series P2423D,IPS,2560 x 1440,60 Hz,28047.12
DELL P Series P2423D,IPS,2560 x 1440,60 Hz,28047.12
DELL P Series P2423DE,IPS,2560 x 1440,60 Hz,28047.12
DELL P Series P2423DE,IPS,2560 x 1440,60 Hz,28047.12
DELL P Series P2424HT,IPS,1920 x 1080,60 Hz,NULL
DELL P Series P2424HT,IPS,1920 x 1080,60 Hz,NULL
DELL P Series P2424HT,IPS,1920 x 1080,60 Hz,NULL
DELL P Series P2424HT,IPS,1920 x 1080,60 Hz,NULL
DELL P Series P2425,IPS,1920 x 1200,100 Hz,NULL
DELL P Series P2425,IPS,1920 x 1200,100 Hz,NULL
DELL P Series P2425,IPS,1920 x 1200,100 Hz,NULL
DELL P Series P2425,IPS,1920 x 1200,100 Hz,NULL
DELL P Series P2425H,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2425H,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2425H,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2425H,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2425H_WOST,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2425H_WOST,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2425HE,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2425HE,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2425HE,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2425HE,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2425HE_WOST,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2425HE_WOST,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2723D,IPS,2560 x 1440,60 Hz,39354.85
DELL P Series P2723D,IPS,2560 x 1440,60 Hz,39354.85
DELL P Series P2723DE,IPS,2560 x 1440,60 Hz,39354.85
DELL P Series P2723DE,IPS,2560 x 1440,60 Hz,39354.85
DELL P Series P2723QE,IPS,3840 x 2160,60 Hz,34182.62
DELL P Series P2723QE,IPS,3840 x 2160,60 Hz,34182.62
DELL P Series P2725H,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2725H,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2725H,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2725H,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2725H_WOST,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2725H_WOST,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2725HE,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P2725HE,IPS,1920 x 1080,100 Hz,NULL
DELL P Series P3223DE,IPS,2560 x 1440,60 Hz,42947.62
DELL P Series P3223DE,IPS,2560 x 1440,60 Hz,42947.62
DELL P Series P3223DE,IPS,2560 x 1440,60 Hz,42947.62
DELL P Series P3223DE,IPS,2560 x 1440,60 Hz,42947.62
DELL P Series P3223QE,IPS,3840 x 2160,60 Hz,45315.05
DELL P Series P3223QE,IPS,3840 x 2160,60 Hz,45315.05
DELL P Series P3424WE,IPS,3440 x 1440,60 Hz,NULL
DELL P Series P3424WE,IPS,3440 x 1440,60 Hz,NULL
DELL P Series P3424WEB,IPS,3440 x 1440,60 Hz,NULL
DELL P Series P3424WEB,IPS,3440 x 1440,60 Hz,NULL
DELL Plus S2725HS,IPS,1920 x 1080,100 Hz,24454.35
DELL Plus S2725HS,IPS,1920 x 1080,100 Hz,24454.35
DELL Plus S2725QC,IPS,3840 x 2160,120 Hz,28923.62
DELL Plus S2725QC,IPS,3840 x 2160,120 Hz,28923.62
DELL Plus S2725QS,IPS,3840 x 2160,120 Hz,24454.35
DELL Plus S2725QS,IPS,3840 x 2160,120 Hz,24454.35
DELL Plus S3225QC,NULL,3840 x 2160,120 Hz,28923.62
DELL Plus S3225QC,NULL,3840 x 2160,120 Hz,28923.62
DELL Plus S3225QS,VA,3840 x 2160,120 Hz,24454.35
DELL Plus S3225QS,VA,3840 x 2160,120 Hz,24454.35
DELL Plus S3425DW,VA,3440 x 1440,120 Hz,140239.12
DELL Plus S3425DW,VA,3440 x 1440,120 Hz,140239.12
DELL Pro 24 Plus USB-C Hub Monitor P2425E,IPS,1920 x 1200,100 Hz,NULL
DELL Pro 24 Plus USB-C Hub Monitor P2425E,IPS,1920 x 1200,100 Hz,NULL
DELL Pro Plus P1425,IPS,1920 x 1200,60 Hz,NULL
DELL Pro Plus P1425,IPS,1920 x 1200,60 Hz,NULL
DELL Pro Plus P2425D,IPS,2560 x 1440,100 Hz,NULL
DELL Pro Plus P2425D,IPS,2560 x 1440,100 Hz,NULL
DELL Pro Plus P2425DE,IPS,2560 x 1440,100 Hz,NULL
DELL Pro Plus P2425DE,IPS,2560 x 1440,100 Hz,NULL
DELL Pro Plus P2725D,IPS,2560 x 1440,100 Hz,NULL
DELL Pro Plus P2725D,IPS,2560 x 1440,100 Hz,NULL
DELL Pro Plus P2725D,IPS,2560 x 1440,100 Hz,NULL
DELL Pro Plus P2725D,IPS,2560 x 1440,100 Hz,NULL
DELL Pro Plus P2725DE,IPS,2560 x 1440,100 Hz,NULL
DELL Pro Plus P2725DE,IPS,2560 x 1440,100 Hz,NULL
DELL Pro Plus P2725DE,IPS,2560 x 1440,100 Hz,NULL
DELL Pro Plus P2725DE,IPS,2560 x 1440,100 Hz,NULL
DELL Pro Plus P2725QE,IPS,3840 x 2160,100 Hz,NULL
DELL Pro Plus P2725QE,IPS,3840 x 2160,100 Hz,NULL
DELL Pro Plus P3225DE,IPS,2560 x 1440,100 Hz,NULL
DELL Pro Plus P3225DE,IPS,2560 x 1440,100 Hz,NULL
DELL Pro Plus P3225QE,IPS,3840 x 2160,100 Hz,NULL
DELL Pro Plus P3225QE,IPS,3840 x 2160,100 Hz,NULL
DELL Pro Plus P3425WE,IPS,3440 x 1440,100 Hz,NULL
DELL Pro Plus P3425WE,IPS,3440 x 1440,100 Hz,NULL
DELL Pro Plus P3425WE,IPS,3440 x 1440,100 Hz,NULL
DELL Pro Plus P3425WE,IPS,3440 x 1440,100 Hz,NULL
DELL S Series S2425H,IPS,1920 x 1080,100 Hz,10517.12
DELL S Series S2425H,IPS,1920 x 1080,100 Hz,10517.12
DELL S Series S2425HS,IPS,1920 x 1080,100 Hz,10517.12
DELL S Series S2425HS,IPS,1920 x 1080,100 Hz,10517.12
DELL S Series S2721HGFA,VA,1920 x 1080,144 Hz,19194.47
DELL S Series S2721HGFA,VA,1920 x 1080,144 Hz,19194.47
DELL S Series S2721QSA,IPS,3840 x 2160,60 Hz,30589.85
DELL S Series S2721QSA,IPS,3840 x 2160,60 Hz,30589.85
DELL S Series S2723HC,TFT,1920 x 1080,75 Hz,NULL
DELL S Series S2723HC,TFT,1920 x 1080,75 Hz,NULL
DELL S Series S2725DS,IPS,2560 x 1440,100 Hz,15776.12
DELL S Series S2725DS,IPS,2560 x 1440,100 Hz,15776.12
DELL S Series S2725H,IPS,1920 x 1080,100 Hz,NULL
DELL S Series S2725H,IPS,1920 x 1080,100 Hz,NULL
DELL S Series S3221QSA,VA,3840 x 2160,60 Hz,52882.75
DELL S Series S3221QSA,VA,3840 x 2160,60 Hz,52882.75
DELL S Series S3423DWC,VA,3440 x 1440,100 Hz,NULL
DELL S Series S3423DWC,VA,3440 x 1440,100 Hz,NULL
DELL S Series SE2225H,VA,1920 x 1080,75 Hz,NULL
DELL S Series SE2225H,VA,1920 x 1080,75 Hz,NULL
DELL S Series SE2425H,VA,1920 x 1080,75 Hz,10517.12
DELL S Series SE2425H,VA,1920 x 1080,75 Hz,10517.12
DELL S Series SE2723DS,IPS,2560 x 1440,75 Hz,NULL
DELL S Series SE2723DS,IPS,2560 x 1440,75 Hz,NULL
DELL S Series SE3223Q,VA,3840 x 2160,60 Hz,33203.57
DELL S Series SE3223Q,VA,3840 x 2160,60 Hz,33203.57
DELL SE2225HM,VA,1920 x 1080,100 Hz,13049.33
DELL SE2225HM,VA,1920 x 1080,100 Hz,13049.33
DELL SE2425H,VA,1920 x 1080,75 Hz,10517.12
DELL SE2425H,VA,1920 x 1080,75 Hz,10517.12
DELL SE2425HM,IPS,1920 x 1080,100 Hz,10517.12
DELL SE2425HM,IPS,1920 x 1080,100 Hz,10517.12
DELL SE2725H,VA,1920 x 1080,75 Hz,28047.12
DELL SE2725H,VA,1920 x 1080,75 Hz,28047.12
DELL SE2725HM,IPS,1920 x 1080,100 Hz,28047.12
DELL SE2725HM,IPS,1920 x 1080,100 Hz,28047.12
DELL U2722DE,IPS,2560 x 1440,60 Hz,40318.12
DELL U2722DE,IPS,2560 x 1440,60 Hz,40318.12
DELL UltraSharp U2424H,IPS,1920 x 1080,120 Hz,32867.87
DELL UltraSharp U2424H,IPS,1920 x 1080,120 Hz,32867.87
DELL UltraSharp U2424H_WOST,IPS,1920 x 1080,120 Hz,32867.87
DELL UltraSharp U2424H_WOST,IPS,1920 x 1080,120 Hz,32867.87
DELL UltraSharp U2424HE,IPS,1920 x 1080,120 Hz,32867.87
DELL UltraSharp U2424HE,IPS,1920 x 1080,120 Hz,32867.87
DELL UltraSharp U2722D,IPS,2560 x 1440,60 Hz,37679.86
DELL UltraSharp U2722D,IPS,2560 x 1440,60 Hz,37679.86
DELL UltraSharp U2722DE_WOST,IPS,2560 x 1440,60 Hz,37679.86
DELL UltraSharp U2722DE_WOST,IPS,2560 x 1440,60 Hz,37679.86
DELL UltraSharp U2723QE,IPS,3840 x 2160,60 Hz,87649.12
DELL UltraSharp U2723QE,IPS,3840 x 2160,60 Hz,87649.12
DELL UltraSharp U2724D,IPS,2560 x 1440,120 Hz,32867.87
DELL UltraSharp U2724D,IPS,2560 x 1440,120 Hz,32867.87
DELL UltraSharp U2724D,IPS,2560 x 1440,120 Hz,32867.87
DELL UltraSharp U2724D,IPS,2560 x 1440,120 Hz,32867.87
DELL UltraSharp U2724DE,IPS,2560 x 1440,120 Hz,32867.87
DELL UltraSharp U2724DE,IPS,2560 x 1440,120 Hz,32867.87
DELL UltraSharp U2724DE,IPS,2560 x 1440,120 Hz,32867.87
DELL UltraSharp U2724DE,IPS,2560 x 1440,120 Hz,32867.87
DELL UltraSharp U2725QE,IPS,3840 x 2160,120 Hz,37679.86
DELL UltraSharp U2725QE,IPS,3840 x 2160,120 Hz,37679.86
DELL UltraSharp U3023E,IPS,2560 x 1600,60 Hz,87649.12
DELL UltraSharp U3023E,IPS,2560 x 1600,60 Hz,87649.12
DELL UltraSharp U3223QE,IPS Black,3840 x 2160,60 Hz,87649.12
DELL UltraSharp U3223QE,IPS Black,3840 x 2160,60 Hz,87649.12
DELL UltraSharp U3223QZ,TFT/IPS,3840 x 2160,60 Hz,87649.12
DELL UltraSharp U3223QZ,TFT/IPS,3840 x 2160,60 Hz,87649.12
DELL UltraSharp U3224KB,IPS,6144 x 3456,60 Hz,32867.87
DELL UltraSharp U3224KB,IPS,6144 x 3456,60 Hz,32867.87
DELL UltraSharp U3224KBA,IPS,6144 x 3456,60 Hz,32867.87
DELL UltraSharp U3224KBA,IPS,6144 x 3456,60 Hz,32867.87
DELL UltraSharp U3225QE,IPS,3840 x 2160,120 Hz,87649.12
DELL UltraSharp U3225QE,IPS,3840 x 2160,120 Hz,87649.12
DELL UltraSharp U3423WE,IPS,3440 x 1440,60 Hz,76254.62
DELL UltraSharp U3423WE,IPS,3440 x 1440,60 Hz,76254.62
DELL UltraSharp U3425WE,IPS,3440 x 1440,120 Hz,70119.12
DELL UltraSharp U3425WE,IPS,3440 x 1440,120 Hz,70119.12
DELL UltraSharp U3425WE,IPS,3440 x 1440,120 Hz,70119.12
DELL UltraSharp U3425WE,IPS,3440 x 1440,120 Hz,70119.12
DELL UltraSharp U3824DW,IPS,3840 x 1600,60 Hz,32867.87
DELL UltraSharp U3824DW,IPS,3840 x 1600,60 Hz,32867.87
DELL UltraSharp U4025QW,IPS,5120 x 2160,120 Hz,134533.99
DELL UltraSharp U4025QW,IPS,5120 x 2160,120 Hz,134533.99
DELL UltraSharp U4323QE,IPS,3840 x 2160,60 Hz,87649.12
DELL UltraSharp U4323QE,IPS,3840 x 2160,60 Hz,87649.12
DELL UltraSharp U4924DW,IPS,5120 x 1440,60 Hz,32867.87
DELL UltraSharp U4924DW,IPS,5120 x 1440,60 Hz,32867.87
DELL UltraSharp UP2720QA,IPS,3840 x 2160,60 Hz,NULL
DELL UltraSharp UP2720QA,IPS,3840 x 2160,60 Hz,NULL
DELL UltraSharp UP3218KA,IPS,7680 x 4320,60 Hz,NULL
DELL UltraSharp UP3218KA,IPS,7680 x 4320,60 Hz,NULL
EIZO ColorEdge CG2420,IPS,1920 x 1200,60 Hz,297484.1
EIZO ColorEdge CG2420,IPS,1920 x 1200,60 Hz,297484.1
EIZO ColorEdge CG2700X,IPS,3840 x 2160,60 Hz,297484.1
EIZO ColorEdge CG2700X,IPS,3840 x 2160,60 Hz,297484.1
EIZO ColorEdge CG2730,IPS,2560 x 1440,60 Hz,297484.1
EIZO ColorEdge CG2730,IPS,2560 x 1440,60 Hz,297484.1
EIZO ColorEdge CG277-BK,IPS,2560 x 1440,60 Hz,297484.1
EIZO ColorEdge CG277-BK,IPS,2560 x 1440,60 Hz,297484.1
EIZO ColorEdge CS2400R,IPS,1920 x 1200,60 Hz,NULL
EIZO ColorEdge CS2400R,IPS,1920 x 1200,60 Hz,NULL
EIZO ColorEdge CS2400S,IPS,1920 x 1200,60 Hz,NULL
EIZO ColorEdge CS2400S,IPS,1920 x 1200,60 Hz,NULL
EIZO ColorEdge CS2400S-LE,IPS,1920 x 1200,60 Hz,NULL
EIZO ColorEdge CS2400S-LE,IPS,1920 x 1200,60 Hz,NULL
EIZO ColorEdge CS2420,IPS,1920 x 1200,60 Hz,NULL
EIZO ColorEdge CS2420,IPS,1920 x 1200,60 Hz,NULL
EIZO ColorEdge CS2730,IPS,2560 x 1440,60 Hz,NULL
EIZO ColorEdge CS2730,IPS,2560 x 1440,60 Hz,NULL
EIZO CuratOR,IPS,3840 x 2160,Hz,NULL
EIZO CuratOR,IPS,3840 x 2160,Hz,NULL
EIZO CuratOR EX3242-3D,IPS,3840 x 2160,Hz,NULL
EIZO CuratOR EX3242-3D,IPS,3840 x 2160,Hz,NULL
EIZO DuraVision FDF2382WT-A,IPS,1920 x 1080,60 Hz,NULL
EIZO DuraVision FDF2382WT-A,IPS,1920 x 1080,60 Hz,NULL
EIZO FlexScan EV2410R,IPS,1920 x 1200,Hz,107897.15
EIZO FlexScan EV2410R,IPS,1920 x 1200,Hz,107897.15
EIZO FlexScan EV2410R,IPS,1920 x 1200,Hz,107897.15
EIZO FlexScan EV2410R,IPS,1920 x 1200,Hz,107897.15
EIZO FlexScan EV2450-BK,IPS,1920 x 1080,60 Hz,107897.15
EIZO FlexScan EV2450-BK,IPS,1920 x 1080,60 Hz,107897.15
EIZO FlexScan EV2450-GY,IPS,1920 x 1080,60 Hz,107897.15
EIZO FlexScan EV2450-GY,IPS,1920 x 1080,60 Hz,107897.15
EIZO FlexScan EV2451-BK,IPS,1920 x 1080,60 Hz,107897.15
EIZO FlexScan EV2451-BK,IPS,1920 x 1080,60 Hz,107897.15
EIZO FlexScan EV2456,IPS,1920 x 1200,60 Hz,107897.15
EIZO FlexScan EV2456,IPS,1920 x 1200,60 Hz,107897.15
EIZO FlexScan EV2490-BK,IPS,1920 x 1080,60 Hz,107897.15
EIZO FlexScan EV2490-BK,IPS,1920 x 1080,60 Hz,107897.15
EIZO FlexScan EV2490-WT,IPS,1920 x 1080,60 Hz,107897.15
EIZO FlexScan EV2490-WT,IPS,1920 x 1080,60 Hz,107897.15
EIZO FlexScan EV2720S,IPS,2560 x 1440,Hz,107897.15
EIZO FlexScan EV2720S,IPS,2560 x 1440,Hz,107897.15
EIZO FlexScan EV2720S,IPS,2560 x 1440,Hz,107897.15
EIZO FlexScan EV2720S,IPS,2560 x 1440,Hz,107897.15
EIZO FlexScan EV2730Q-BK,IPS,1920 x 1920,60 Hz,107897.15
EIZO FlexScan EV2730Q-BK,IPS,1920 x 1920,60 Hz,107897.15
EIZO FlexScan EV2740X-BK,IPS,3840 x 2160,60 Hz,107897.15
EIZO FlexScan EV2740X-BK,IPS,3840 x 2160,60 Hz,107897.15
EIZO FlexScan EV2740X-WT,IPS,3840 x 2160,60 Hz,107897.15
EIZO FlexScan EV2740X-WT,IPS,3840 x 2160,60 Hz,107897.15
EIZO FlexScan EV2780-BK,IPS,2560 x 1440,60 Hz,107897.15
EIZO FlexScan EV2780-BK,IPS,2560 x 1440,60 Hz,107897.15
EIZO FlexScan EV2780-WT,IPS,2560 x 1440,60 Hz,107897.15
EIZO FlexScan EV2780-WT,IPS,2560 x 1440,60 Hz,107897.15
EIZO FlexScan EV2781-BK,IPS,2560 x 1440,60 Hz,107897.15
EIZO FlexScan EV2781-BK,IPS,2560 x 1440,60 Hz,107897.15
EIZO FlexScan EV2781-WT,IPS,2560 x 1440,60 Hz,107897.15
EIZO FlexScan EV2781-WT,IPS,2560 x 1440,60 Hz,107897.15
EIZO FlexScan EV2785-BK,IPS,3840 × 2160,60 Hz,107897.15
EIZO FlexScan EV2785-BK,IPS,3840 × 2160,60 Hz,107897.15
EIZO FlexScan EV2785-WT,IPS,3840 × 2160,60 Hz,107897.15
EIZO FlexScan EV2785-WT,IPS,3840 × 2160,60 Hz,107897.15
EIZO FlexScan EV3240X-BK,IPS,3840 x 2160,60 Hz,107897.15
EIZO FlexScan EV3240X-BK,IPS,3840 x 2160,60 Hz,107897.15
EIZO FlexScan EV3240X-WT,IPS,3840 x 2160,60 Hz,107897.15
EIZO FlexScan EV3240X-WT,IPS,3840 x 2160,60 Hz,107897.15
EIZO FlexScan EV3285-BK,IPS,3840 × 2160,60 Hz,107897.15
EIZO FlexScan EV3285-BK,IPS,3840 × 2160,60 Hz,107897.15
EIZO FlexScan EV3285-WT,IPS,3840 × 2160,60 Hz,107897.15
EIZO FlexScan EV3285-WT,IPS,3840 × 2160,60 Hz,107897.15
EIZO FlexScan EV3450XC-BK,IPS,3440 x 1440,Hz,107897.15
EIZO FlexScan EV3450XC-BK,IPS,3440 x 1440,Hz,107897.15
EIZO FlexScan EV3450XC-WT,IPS,3440 x 1440,Hz,107897.15
EIZO FlexScan EV3450XC-WT,IPS,3440 x 1440,Hz,107897.15
EIZO FlexScan EV4340X-BK,IPS,3840 x 2160,Hz,107897.15
EIZO FlexScan EV4340X-BK,IPS,3840 x 2160,Hz,107897.15
EIZO FlexScan EV4340X-WT,IPS,3840 x 2160,Hz,107897.15
EIZO FlexScan EV4340X-WT,IPS,3840 x 2160,Hz,107897.15
EIZO FlexScan FLT,IPS,1920 x 1080,Hz,NULL
EIZO FlexScan FLT,IPS,1920 x 1080,Hz,NULL
EIZO FlexScan S2134,IPS,1600 x 1200,60 Hz,NULL
EIZO FlexScan S2134,IPS,1600 x 1200,60 Hz,NULL
EIZO FlexScan S2134,IPS,1600 x 1200,60 Hz,NULL
EIZO FlexScan S2134,IPS,1600 x 1200,60 Hz,NULL
EIZO Foris FS2434-BK,IPS,1920 x 1080,60 Hz,NULL
EIZO Foris FS2434-BK,IPS,1920 x 1080,60 Hz,NULL
EIZO Foris FS2735,IPS,2560 x 1440,144 Hz,NULL
EIZO Foris FS2735,IPS,2560 x 1440,144 Hz,NULL
EIZO RadiForce MX317W,IPS,4096 x 2160,Hz,NULL
EIZO RadiForce MX317W,IPS,4096 x 2160,Hz,NULL
EIZO RadiForce RX270,IPS,1200 x 1600,Hz,NULL
EIZO RadiForce RX270,IPS,1200 x 1600,Hz,NULL
Erazer X40,NULL,2560 x 1440,180 Hz,NULL
Erazer X40,NULL,2560 x 1440,180 Hz,NULL
Fujitsu AIO Monitor P2410,IPS,1920 x 1080,Hz,NULL
Fujitsu AIO Monitor P2410,IPS,1920 x 1080,Hz,NULL
Fujitsu B24-9 TE,IPS,1920 x 1080,Hz,NULL
Fujitsu B24-9 TE,IPS,1920 x 1080,Hz,NULL
Fujitsu B2711 TE FHD,IPS,1920 x 1080,Hz,NULL
Fujitsu B2711 TE FHD,IPS,1920 x 1080,Hz,NULL
Fujitsu B2711 TE QHD,IPS,2560 x 1440,Hz,NULL
Fujitsu B2711 TE QHD,IPS,2560 x 1440,Hz,NULL
Fujitsu B2711 TS FHD,IPS,1920 x 1080,Hz,NULL
Fujitsu B2711 TS FHD,IPS,1920 x 1080,Hz,NULL
Fujitsu B2711 TS QHD,IPS,2560 x 1440,Hz,NULL
Fujitsu B2711 TS QHD,IPS,2560 x 1440,Hz,NULL
Fujitsu Monitors B19-9 LS,IPS,1280 x 1024,Hz,NULL
Fujitsu Monitors B19-9 LS,IPS,1280 x 1024,Hz,NULL
Fujitsu Monitors B24-9 TS,IPS,1920 x 1080,Hz,NULL
Fujitsu Monitors B24-9 TS,IPS,1920 x 1080,Hz,NULL
Fujitsu Monitors B2410 TE,IPS,1920 x 1080,Hz,NULL
Fujitsu Monitors B2410 TE,IPS,1920 x 1080,Hz,NULL
Fujitsu Monitors B2410 TS,IPS,1920 x 1080,Hz,NULL
Fujitsu Monitors B2410 TS,IPS,1920 x 1080,Hz,NULL
Fujitsu Monitors P34-9 UE,IPS,3440 x 1440,Hz,NULL
Fujitsu Monitors P34-9 UE,IPS,3440 x 1440,Hz,NULL
Fujitsu P2711 TE QHD,IPS,2560 x 1440,Hz,NULL
Fujitsu P2711 TE QHD,IPS,2560 x 1440,Hz,NULL
Fujitsu P2711 TS CAM,IPS,2560 x 1440,Hz,NULL
Fujitsu P2711 TS CAM,IPS,2560 x 1440,Hz,NULL
Fujitsu P2711 TS QHD,IPS,2560 x 1440,Hz,NULL
Fujitsu P2711 TS QHD,IPS,2560 x 1440,Hz,NULL
Gigabyte Aorus AD27QD,IPS,2560 x 1440,144 Hz,NULL
Gigabyte Aorus AD27QD,IPS,2560 x 1440,144 Hz,NULL
GIGABYTE AORUS CO49DQ,OLED,5120 x 1440,144 Hz,87649.12
GIGABYTE AORUS CO49DQ,OLED,5120 x 1440,144 Hz,87649.12
Gigabyte Aorus CV27F,VA,1920 x 1080,165 Hz,52589.12
Gigabyte Aorus CV27F,VA,1920 x 1080,165 Hz,52589.12
Gigabyte Aorus CV27Q,VA,2560 x 1440,165 Hz,52589.12
Gigabyte Aorus CV27Q,VA,2560 x 1440,165 Hz,52589.12
Gigabyte Aorus FI27Q,IPS,2560 x 1440,165 Hz,69848.29
Gigabyte Aorus FI27Q,IPS,2560 x 1440,165 Hz,69848.29
Gigabyte Aorus FI27Q-P,IPS,2560 x 1440,165 Hz,69848.29
Gigabyte Aorus FI27Q-P,IPS,2560 x 1440,165 Hz,69848.29
Gigabyte Aorus FI27Q-X,IPS,2560 x 1440,240 Hz,69848.29
Gigabyte Aorus FI27Q-X,IPS,2560 x 1440,240 Hz,69848.29
Gigabyte Aorus FI32Q,IPS,2560 x 1440,170 Hz,69848.29
Gigabyte Aorus FI32Q,IPS,2560 x 1440,170 Hz,69848.29
GIGABYTE AORUS FI32U,SS-IPS,3840 x 2160,144 Hz,69848.29
GIGABYTE AORUS FI32U,SS-IPS,3840 x 2160,144 Hz,69848.29
GIGABYTE AORUS FO27Q2,OLED,2560 x 1440,240 Hz,52589.12
GIGABYTE AORUS FO27Q2,OLED,2560 x 1440,240 Hz,52589.12
GIGABYTE AORUS FO32U EK,OLED,3840 x 2160,165 Hz,78884.12
GIGABYTE AORUS FO32U EK,OLED,3840 x 2160,165 Hz,78884.12
Gigabyte Aorus FO48U,OLED,3840 × 2160,120 Hz,78884.12
Gigabyte Aorus FO48U,OLED,3840 × 2160,120 Hz,78884.12
Gigabyte Aorus FV43U,VA,3840 × 2160,144 Hz,78884.12
Gigabyte Aorus FV43U,VA,3840 × 2160,144 Hz,78884.12
Gigabyte Aorus KD25F,TN,1920 x 1080,240 Hz,69848.29
Gigabyte Aorus KD25F,TN,1920 x 1080,240 Hz,69848.29
GIGABYTE FO27Q3,OLED,2560 x 1440,360 Hz,61354.12
GIGABYTE FO27Q3,OLED,2560 x 1440,360 Hz,61354.12
GIGABYTE FO32U2,OLED,3840 x 2160,240 Hz,78884.12
GIGABYTE FO32U2,OLED,3840 x 2160,240 Hz,78884.12
GIGABYTE FO32U2P,OLED,3840 x 2160,240 Hz,78884.12
GIGABYTE FO32U2P,OLED,3840 x 2160,240 Hz,78884.12
